0.000	 0.000000	 3.864900	 0.213357
1.000	 0.000000	 3.857464	 0.225209
2.000	 0.000000	 3.849998	 0.237120
3.000	 0.000000	 3.842508	 0.249083
4.000	 0.000000	 3.834997	 0.261089
5.000	 0.000000	 3.827472	 0.273131
6.000	 0.000000	 3.819935	 0.285203
7.000	 0.000000	 3.812390	 0.297299
8.000	 0.000000	 3.804841	 0.309414
9.000	 0.000000	 3.797291	 0.321543
10.000	 0.000000	 3.789742	 0.333681
11.000	 0.000000	 3.782197	 0.345825
12.000	 0.000000	 3.774659	 0.357971
13.000	 0.000000	 3.767130	 0.370113
14.000	 0.000000	 3.759612	 0.382250
15.000	 0.000000	 3.752108	 0.394377
16.000	 0.000000	 3.744619	 0.406490
17.000	 0.000000	 3.737149	 0.418587
18.000	 0.000000	 3.729698	 0.430663
19.000	 0.000000	 3.722270	 0.442715
20.000	 0.000000	 3.714866	 0.454739
21.000	 0.000000	 3.707488	 0.466732
22.000	 0.000000	 3.700140	 0.478689
23.000	 0.000000	 3.692824	 0.490606
24.000	 0.000000	 3.685542	 0.502479
25.000	 0.000000	 3.678296	 0.514304
26.000	 0.000000	 3.671091	 0.526074
27.000	 0.000000	 3.663929	 0.537786
28.000	 0.000000	 3.656813	 0.549434
29.000	 0.000000	 3.649747	 0.561011
30.000	 0.000000	 3.642735	 0.572511
31.000	 0.000000	 3.635780	 0.583927
32.000	 0.000000	 3.628888	 0.595252
33.000	 0.000000	 3.622063	 0.606477
34.000	 0.000000	 3.615310	 0.617594
35.000	 0.000000	 3.608635	 0.628594
36.000	 0.000000	 3.602043	 0.639465
37.000	 0.000000	 3.595542	 0.650197
38.000	 0.000000	 3.589138	 0.660778
39.000	 0.000000	 3.582838	 0.671196
40.000	 0.000000	 3.576651	 0.681436
41.000	 0.000000	 3.570585	 0.691485
42.000	 0.000000	 3.564650	 0.701325
43.000	 0.000000	 3.558855	 0.710942
44.000	 0.000000	 3.553209	 0.720318
45.000	 0.000000	 3.547724	 0.729433
46.000	 0.000000	 3.542411	 0.738271
47.000	 0.000000	 3.537280	 0.746810
48.000	 0.000000	 3.532344	 0.755033
49.000	 0.000000	 3.527613	 0.762918
50.000	 0.000000	 3.523099	 0.770448
51.000	 0.000000	 3.518812	 0.777602
52.000	 0.000000	 3.514762	 0.784366
53.000	 0.000000	 3.510958	 0.790722
54.000	 0.000000	 3.507407	 0.796659
55.000	 0.000000	 3.504115	 0.802165
56.000	 0.000000	 3.501085	 0.807236
57.000	 0.000000	 3.498318	 0.811867
58.000	 0.000000	 3.495814	 0.816062
59.000	 0.000000	 3.493566	 0.819826
60.000	 0.000000	 3.491570	 0.823172
61.000	 0.000000	 3.489814	 0.826115
62.000	 0.000000	 3.488287	 0.828676
63.000	 0.000000	 3.486973	 0.830880
64.000	 0.000000	 3.485856	 0.832753
65.000	 0.000000	 3.484918	 0.834326
66.000	 0.000000	 3.484141	 0.835630
67.000	 0.000000	 3.483505	 0.836696
68.000	 0.000000	 3.482993	 0.837557
69.000	 0.000000	 3.482585	 0.838241
70.000	 0.000000	 3.482265	 0.838777
71.000	 0.000000	 3.482019	 0.839191
72.000	 0.000000	 3.481832	 0.839505
